gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
Npc1	8.363505	2.3499012	6.088173692722277e-17	2.2543523505431682e-15	0.15047879616963064	0.024634655532359082	AT2 cells
Mtch1	8.356554	2.7952557	6.457669058026001e-17	2.3807741207622383e-15	0.14500683994528044	0.02025052192066806	AT2 cells
Grb14	8.351656	2.8266664	6.731247049085252e-17	2.4762520326558955e-15	0.14546283629730963	0.02129436325678497	AT2 cells
Sc4mol	8.260525	2.5005028	1.4503331524174278e-16	5.266852233800248e-15	0.146374829001368	0.02254697286012526	AT2 cells
Hbb-bs	8.237216	1.8579865	1.7626393221349066e-16	6.360127715762953e-15	0.15868673050615595	0.03423799582463465	AT2 cells
Tinag	8.22561	7.3143783	1.9420044476341e-16	6.992452956990807e-15	0.12311901504787962	0.0006263048016701461	AT2 cells
Sult1a1	8.192229	1.7866973	2.564315805810253e-16	9.194129334193676e-15	0.16461468308253535	0.04091858037578288	AT2 cells
Usp8	8.156016	1.473103	3.462566847082425e-16	1.2336485537745976e-14	0.1851345189238486	0.061795407098121084	AT2 cells
Malat1	8.147703	0.4068146	3.709024315198129e-16	1.318686443636165e-14	0.8025535795713634	0.5774530271398748	AT2 cells
Tmem59	8.132579	0.79658085	4.2025100954674625e-16	1.4878991379756306e-14	0.28408572731418147	0.15782881002087681	AT2 cells
Idh2	8.094192	2.0377274	5.764578406306697e-16	2.032463309616534e-14	0.16461468308253535	0.04509394572025052	AT2 cells
Epas1	8.028295	0.7369546	9.883719289095218e-16	3.441847955313466e-14	0.22389420884632924	0.09478079331941545	AT2 cells
D230025D16Rik	8.000644	3.0621078	1.237706633902552e-15	4.292488099049771e-14	0.1377108983128135	0.019206680584551147	AT2 cells
Cebpa	7.992893	1.9889582	1.3180842193794027e-15	4.561916382950059e-14	0.15321477428180574	0.0325678496868476	AT2 cells
Scnn1a	7.9916463	2.061308	1.3314877625638726e-15	4.598920766867763e-14	0.15959872321021432	0.04112734864300626	AT2 cells
Ift20	7.9720144	1.4439166	1.5610869072998012e-15	5.3700756310136566e-14	0.1883264933880529	0.06889352818371608	AT2 cells
Cers2	7.957415	1.5542725	1.7567044828526866e-15	6.030759377469375e-14	0.1719106247150023	0.05135699373695198	AT2 cells
Atp7b	7.944108	3.7110472	1.955934676426236e-15	6.701150742931825e-14	0.13087095303237575	0.01315240083507307	AT2 cells
Adam19	7.9312735	2.0491824	2.1690977278995428e-15	7.371889452394457e-14	0.15002279981760147	0.030480167014613778	AT2 cells
Ggcx	7.9220524	4.758291	2.336218122194927e-15	7.923984626860753e-14	0.12129502963976288	0.003131524008350731	AT2 cells
Me1	7.906206	3.6530387	2.6535132596065448e-15	8.982221830272932e-14	0.1295029639762882	0.012108559498956159	AT2 cells
Rai14	7.840584	3.4975004	4.484569440140938e-15	1.504648156440162e-13	0.12767897856817145	0.010855949895615866	AT2 cells
Mal	7.8404493	4.0011277	4.489368283263883e-15	1.504648156440162e-13	0.1235750113999088	0.006680584551148226	AT2 cells
Uhrf1bp1l	7.7635207	2.6086977	8.260348330887812e-15	2.73607904967825e-13	0.13999088007295943	0.024634655532359082	AT2 cells
Kank2	7.736727	3.3888218	1.0200872384276749e-14	3.3461623745638176e-13	0.12722298221614228	0.011899791231732777	AT2 cells
Anxa3	7.710739	1.3200061	1.2509133055262398e-14	4.0954128857952707e-13	0.1801185590515276	0.06242171189979123	AT2 cells
Phlda1	7.7095046	2.2823753	1.2630692908179254e-14	4.127243179765163e-13	0.14455084359325127	0.02943632567849687	AT2 cells
Entpd1	7.7009296	1.6471654	1.3508008488600114e-14	4.388550114141175e-13	0.15640674874601004	0.03924843423799582	AT2 cells
Ndufa7	7.6978154	0.7412202	1.3841235136254155e-14	4.488212364736792e-13	0.29046967624259007	0.17265135699373696	AT2 cells
Mthfd1	7.6787143	2.9801083	1.6069332491265623e-14	5.190853518464261e-13	0.12995896032831739	0.015448851774530271	AT2 cells
Wls	7.591113	1.6610541	3.171693902945161e-14	1.0072800917611795e-12	0.16689466484268126	0.05365344467640919	AT2 cells
Cited2	7.461115	2.4378815	8.579353125767073e-14	2.699392387010831e-12	0.13178294573643412	0.01962421711899791	AT2 cells
Rab27b	7.4080577	4.0467653	1.2816253846360675e-13	4.0101632653216e-12	0.11582307341541268	0.005219206680584551	AT2 cells
Tns1	7.3405232	1.5016679	2.1276067324257454e-13	6.620565610129948e-12	0.15503875968992248	0.043006263048016705	AT2 cells
Cst8	7.3132753	6.22817	2.607083232495951e-13	8.082911250438545e-12	0.11035111719106247	0.0014613778705636743	AT2 cells
Tnfaip1	7.3126483	2.417583	2.6192754137856085e-13	8.105892653720829e-12	0.1322389420884633	0.022964509394572025	AT2 cells
Sod1	7.2755146	0.5643118	3.4510294441843347e-13	1.064109242616766e-11	0.3059735522115823	0.1872651356993737	AT2 cells
Acat2	7.2656727	4.7263427	3.7118580490942433e-13	1.1424573621522554e-11	0.1121751025991792	0.003966597077244259	AT2 cells
Anpep	7.2540984	4.8447285	4.043459130732748e-13	1.2377802057418173e-11	0.11126310989512084	0.003131524008350731	AT2 cells
Slc43a2	7.2495966	1.91287	4.1801480531032974e-13	1.2773176726590777e-11	0.1436388508891929	0.03465553235908142	AT2 cells
Cyb5b	7.248676	2.133113	4.208661038266018e-13	1.2837173120135503e-11	0.13953488372093023	0.031315240083507306	AT2 cells
Suclg1	7.239135	1.2874651	4.515559874341188e-13	1.3723903209489642e-11	0.1801185590515276	0.0709812108559499	AT2 cells
Sgpp2	7.2248554	4.629189	5.016352650374642e-13	1.5191486535304207e-11	0.11126310989512084	0.0035490605427974946	AT2 cells
Rmdn2	7.1943464	4.534924	6.276076169003688e-13	1.8938785720664334e-11	0.11399908800729594	0.007306889352818371	AT2 cells
Ppib	7.1931567	0.700551	6.331016699921931e-13	1.907064160106146e-11	0.25809393524851804	0.1440501043841336	AT2 cells
Ociad2	7.149769	5.1067944	8.692428756304648e-13	2.5975098080776088e-11	0.1094391244870041	0.0029227557411273487	AT2 cells
Tecr	7.146539	1.261924	8.899292366503099e-13	2.6524270517315652e-11	0.1741906064751482	0.06576200417536535	AT2 cells
Tfrc	7.140183	4.0512238	9.320678417778177e-13	2.773147110300002e-11	0.11354309165526676	0.007306889352818371	AT2 cells
Fam126b	7.1382327	3.0896735	9.453859279412555e-13	2.8078458759992564e-11	0.11855905152758778	0.011899791231732777	AT2 cells
Rbm47	7.115269	2.37113	1.116946754516414e-12	3.311590910811864e-11	0.13087095303237575	0.024634655532359082	AT2 cells
Hp1bp3	7.102505	0.7092651	1.2251536470142485e-12	3.626069930142171e-11	0.24122207022343822	0.12818371607515658	AT2 cells
Maob	7.0760374	3.2911432	1.4833471492041756e-12	4.367051217842488e-11	0.11855905152758778	0.013361169102296452	AT2 cells
Pdia6	7.075807	0.70090175	1.4858119893243206e-12	4.367051217842488e-11	0.25991792065663477	0.15010438413361168	AT2 cells
Nedd4	7.0310698	1.0717646	2.0495584493277363e-12	5.992838231405013e-11	0.1878704970360237	0.08058455114822546	AT2 cells
D4Wsu53e	7.0167904	0.5220858	2.2702269029510322e-12	6.615253959990817e-11	0.32102143182854537	0.2035490605427975	AT2 cells
Stard3nl	6.968344	1.846669	3.206931640678895e-12	9.265136915549129e-11	0.14227086183310533	0.037995824634655534	AT2 cells
Pcnt	6.9028687	1.9845446	5.096278800148287e-12	1.4501307411361543e-10	0.13588691290469676	0.03277661795407098	AT2 cells
Mal2	6.896084	2.7682307	5.345569060252476e-12	1.5185176832968463e-10	0.12494300045599635	0.023173277661795406	AT2 cells
Baiap2l1	6.876823	2.9731555	6.120213756734868e-12	1.7241313139612395e-10	0.11992704058367533	0.017954070981210855	AT2 cells
Ramp1	6.8606696	1.079092	6.853842570080237e-12	1.9212283660494338e-10	0.17327861377108983	0.06722338204592902	AT2 cells
Calm2	6.8434296	0.38191038	7.731931394384326e-12	2.156674745351378e-10	0.39717282261741904	0.2707724425887265	AT2 cells
Snx7	6.791632	3.5144842	1.1087175662551369e-11	3.05735629367819e-10	0.10989512083903329	0.008559498956158663	AT2 cells
Clip4	6.7617693	3.336687	1.3631685938224509e-11	3.746835686002422e-10	0.11354309165526676	0.01315240083507307	AT2 cells
Pdzk1ip1	6.7398605	3.4899046	1.585384774105936e-11	4.3435444885399945e-10	0.11354309165526676	0.013778705636743214	AT2 cells
Col4a1	6.7111998	1.3748094	1.930307935982758e-11	5.280014884892192e-10	0.14409484724122207	0.04112734864300626	AT2 cells
Usp33	6.701128	2.3647466	2.068168363214315e-11	5.647997950362571e-10	0.12038303693570451	0.020041753653444676	AT2 cells
Rpl21	6.6997466	0.25901347	2.0878112156405784e-11	5.692474341808451e-10	0.5134518923848609	0.3695198329853862	AT2 cells
Apc	6.691971	1.5749741	2.2018492916006198e-11	5.993765992978317e-10	0.14181486548107616	0.04050104384133612	AT2 cells
Tmem164	6.6864777	3.5640903	2.2860602971080678e-11	6.1931783671974e-10	0.10715914272685818	0.007306889352818371	AT2 cells
Serpinb6b	6.6772757	1.4711993	2.4342482902229693e-11	6.573633241065499e-10	0.1431828545371637	0.04196242171189979	AT2 cells
Ralgapa2	6.674238	3.540079	2.485197446788856e-11	6.700550635944708e-10	0.1094391244870041	0.01022964509394572	AT2 cells
Fkbp4	6.6345143	1.2296504	3.255730659076179e-11	8.736382317606475e-10	0.168718650250798	0.06889352818371608	AT2 cells
Pgs1	6.615669	3.1884184	3.698753066668834e-11	9.87829185159634e-10	0.1094391244870041	0.010647181628392484	AT2 cells
Irx2	6.58319	4.377968	4.604595892740613e-11	1.218020820719604e-09	0.10442316461468308	0.006680584551148226	AT2 cells
Cdc42bpa	6.5801973	1.9164912	4.6982397924609095e-11	1.2391516118249543e-09	0.12676698586411309	0.027766179540709812	AT2 cells
Tfcp2l1	6.5441055	4.5734925	5.985247863881697e-11	1.571266540612534e-09	0.1012311901504788	0.0037578288100208767	AT2 cells
Clic3	6.534667	1.8377179	6.375120846255662e-11	1.668451765920521e-09	0.13907888736890106	0.04258872651356994	AT2 cells
Ehf	6.5249724	2.8381088	6.8013946456155e-11	1.7745361814614349e-09	0.11582307341541268	0.019206680584551147	AT2 cells
Atxn10	6.5169535	1.3504823	7.174957606555258e-11	1.86340131775759e-09	0.16096671226630188	0.06367432150313153	AT2 cells
Atp2a2	6.4955955	1.4355106	8.270570856618077e-11	2.1348647055918717e-09	0.15047879616963064	0.05281837160751566	AT2 cells
Stmn1	6.402859	1.4168718	1.5249391569588652e-10	3.877277835512053e-09	0.1404468764249886	0.043215031315240085	AT2 cells
Mcfd2	6.3882985	1.8914293	1.6774185956445598e-10	4.245871934856133e-09	0.12676698586411309	0.030897703549060542	AT2 cells
Anxa4	6.3879404	1.2711595	1.6813503853850747e-10	4.249481547801115e-09	0.16370269037847698	0.06826722338204592	AT2 cells
Mylk	6.301381	2.1679618	2.950046469059271e-10	7.3899317679137626e-09	0.11308709530323757	0.01816283924843424	AT2 cells
Pik3ca	6.199654	1.5352688	5.658737937887164e-10	1.4030195422314095e-08	0.12995896032831739	0.03590814196242171	AT2 cells
Slc26a9	6.196431	5.7944317	5.775776423847839e-10	1.4278628625661152e-08	0.09393524851801185	0.0016701461377870565	AT2 cells
Rap1gap	6.1909447	3.9526913	5.980475933273195e-10	1.4720303534452845e-08	0.09803921568627451	0.005845511482254697	AT2 cells
St6galnac2	6.189026	3.4882414	6.053705984028288e-10	1.4878956490309528e-08	0.09849521203830369	0.0060542797494780795	AT2 cells
Cnn2	6.181832	0.53893846	6.336191983722439e-10	1.5505841248477468e-08	0.22845417236662108	0.125678496868476	AT2 cells
Vapa	6.1712294	0.99969906	6.776093806127099e-10	1.6534643864476182e-08	0.17008663930688556	0.07557411273486431	AT2 cells
Tspan2	6.165142	2.0287251	7.041999437664801e-10	1.7134184858444386e-08	0.1181030551755586	0.025887265135699375	AT2 cells
Prps2	6.1311026	2.5829356	8.727202093409992e-10	2.1053288805425328e-08	0.10487916096671226	0.012943632567849687	AT2 cells
Krt23	6.1121297	4.7826486	9.831028603894542e-10	2.361535610388775e-08	0.09484724122207022	0.003966597077244259	AT2 cells
Lamp2	6.079996	0.690042	1.2018543425640643e-09	2.874788123489981e-08	0.22024623803009577	0.125678496868476	AT2 cells
AA986860	5.9921327	4.440318	2.0710679694678547e-09	4.898639008954721e-08	0.09484724122207022	0.005845511482254697	AT2 cells
Npr1	5.948252	2.8111014	2.7102086521110124e-09	6.374816717219232e-08	0.1012311901504788	0.012317327766179541	AT2 cells
Gpr56	5.937554	2.7283273	2.8930613901295424e-09	6.795488658615916e-08	0.10533515731874145	0.017118997912317326	AT2 cells
P4hb	5.935066	0.6328272	2.937268758998899e-09	6.889784354614429e-08	0.23255813953488372	0.13862212943632568	AT2 cells
Wwc1	5.9257174	2.3468642	3.1093735980455686e-09	7.2733609447248e-08	0.11171910624715002	0.023799582463465554	AT2 cells
Mtfr1l	5.9128575	2.2343361	3.3622327492508787e-09	7.843205666374918e-08	0.11080711354309165	0.02254697286012526	AT2 cells
Prss8	5.9109774	2.8666961	3.4008381794029197e-09	7.922364654463478e-08	0.10579115367077063	0.01837160751565762	AT2 cells
Lamb3	5.905945	5.138274	3.5063159120488893e-09	8.156874012679987e-08	0.09028727770177838	0.0022964509394572024	AT2 cells
Azin1	5.8275137	1.3818704	5.625930919128992e-09	1.2928206295055363e-07	0.13634290925672596	0.048643006263048016	AT2 cells
Cgnl1	5.804697	2.5160913	6.4482460265702265e-09	1.4777811400622228e-07	0.10442316461468308	0.017954070981210855	AT2 cells
Prmt8	5.7652545	5.454464	8.153471234110344e-09	1.8461244146766e-07	0.08755129958960328	0.0016701461377870565	AT2 cells
Echs1	5.759512	1.5515311	8.435744467381208e-09	1.9074905389642388e-07	0.13087095303237575	0.04509394572025052	AT2 cells
Spry1	5.7371116	4.2108593	9.630495249337967e-09	2.1660950786939334e-07	0.08891928864569083	0.003340292275574113	AT2 cells
Bnip3	5.727449	1.7873931	1.019521229909531e-08	2.2870450447137218e-07	0.11992704058367533	0.03465553235908142	AT2 cells
Tmem42	5.7012115	4.2907085	1.1895900950156395e-08	2.6475404752454374e-07	0.08891928864569083	0.003966597077244259	AT2 cells
Aldh2	5.672742	0.59052277	1.4052971355031167e-08	3.103181526171531e-07	0.2220702234382125	0.13298538622129435	AT2 cells
Srebf1	5.646236	2.6151736	1.639986939418404e-08	3.607333139506707e-07	0.09986320109439124	0.015657620041753653	AT2 cells
Yae1d1	5.625274	3.2629561	1.8521363845617755e-08	4.052952380101052e-07	0.09393524851801185	0.01022964509394572	AT2 cells
Ssr2	5.617818	1.1808155	1.933841955705122e-08	4.2154274713114607e-07	0.1431828545371637	0.05845511482254697	AT2 cells
Dhcr24	5.5995097	2.261345	2.1495880543467388e-08	4.649855078273768e-07	0.10351117191062471	0.019832985386221295	AT2 cells
Rdx	5.582174	0.59001386	2.3753096991431023e-08	5.118535856133147e-07	0.2079343365253078	0.11920668058455115	AT2 cells
Deptor	5.5612884	2.2010128	2.6779000557890734e-08	5.755957800523054e-07	0.1039671682626539	0.020876826722338204	AT2 cells
Fkbp2	5.5543566	0.8119534	2.7863602774802904e-08	5.973942344600284e-07	0.18878248974008208	0.10438413361169102	AT2 cells
Rabac1	5.5492473	0.50008494	2.869021227562438e-08	6.127925818417051e-07	0.24350205198358413	0.15281837160751566	AT2 cells
Alad	5.537711	2.6679366	3.0645000330349064e-08	6.522952563419396e-07	0.09712722298221614	0.014613778705636743	AT2 cells
Creg1	5.5317707	0.40233508	3.1701446289400404e-08	6.728721246832809e-07	0.2612859097127223	0.16931106471816285	AT2 cells
Epn3	5.496881	4.3894277	3.865674961943943e-08	8.164132214147862e-07	0.0870953032375741	0.005427974947807933	AT2 cells
Camk2n1	5.431968	1.9848167	5.5735871306270364e-08	1.156945705609595e-06	0.1039671682626539	0.02275574112734864	AT2 cells
Sgms1	5.4170556	1.5320309	6.058848050776434e-08	1.256136969353515e-06	0.11171910624715002	0.02964509394572025	AT2 cells
Mrpl14	5.411927	1.1930937	6.235007173995368e-08	1.291080423245268e-06	0.13588691290469676	0.054488517745302716	AT2 cells
Mecom	5.407764	2.452128	6.381638545567755e-08	1.3182242155211152e-06	0.09986320109439124	0.01962421711899791	AT2 cells
Ccz1	5.3902235	1.5936284	7.037013760856479e-08	1.4465541378226064e-06	0.11354309165526676	0.032359081419624215	AT2 cells
Afap1l1	5.369664	1.3341963	7.88832939908244e-08	1.6098457073289903e-06	0.11399908800729594	0.032150313152400835	AT2 cells
Urah	5.368104	3.6503358	7.956862614726575e-08	1.6199331702658824e-06	0.08755129958960328	0.0077244258872651355	AT2 cells
Agpat2	5.355417	3.67344	8.535933500730549e-08	1.7315896679292989e-06	0.08527131782945736	0.005427974947807933	AT2 cells
Hmgcr	5.3546495	2.3718631	8.572236783840285e-08	1.7368765067759546e-06	0.09621523027815777	0.016075156576200417	AT2 cells
Ddt	5.3267493	1.8502713	9.998593137743917e-08	2.018644535988084e-06	0.11399908800729594	0.03528183716075157	AT2 cells
Klf9	5.312502	1.0194554	1.0813022772170528e-07	2.172725748735071e-06	0.14227086183310533	0.061169102296450936	AT2 cells
Atp13a3	5.3061266	1.51089	1.119792696245129e-07	2.2420973241583402e-06	0.1235750113999088	0.044676409185803755	AT2 cells
Bmp1	5.28127	4.3721137	1.2829131352912834e-07	2.5536295611977555e-06	0.0816233470132239	0.0029227557411273487	AT2 cells
Eif3b	5.2777786	1.5564898	1.3075924353604006e-07	2.599702240477964e-06	0.11126310989512084	0.031732776617954074	AT2 cells
Uqcr11	5.2738075	0.44734144	1.336220100166718e-07	2.6535078078135092e-06	0.2503419972640219	0.16471816283924842	AT2 cells
Stx12	5.271352	1.6320282	1.3542246034654938e-07	2.6829783937116015e-06	0.10807113543091655	0.02860125260960334	AT2 cells
Dcaf11	5.2697406	2.1301904	1.3661673539533844e-07	2.703480998330857e-06	0.10305517555859553	0.024843423799582463	AT2 cells
Polr2e	5.2648487	0.83170027	1.4030495145505208e-07	2.77000194613065e-06	0.15777473780209758	0.07661795407098121	AT2 cells
Sptlc2	5.248069	1.036	1.537018716036982e-07	3.0169329172767567e-06	0.1381668946648427	0.05782881002087683	AT2 cells
Fads1	5.2430363	3.243319	1.579555410344648e-07	3.0896978320686143e-06	0.08618331053351573	0.007933194154488519	AT2 cells
Fdft1	5.228661	2.5983744	1.7074223494384821e-07	3.3130635725546013e-06	0.0925672594619243	0.014613778705636743	AT2 cells
Gfpt1	5.217892	1.8421413	1.8097077430852345e-07	3.5035198190619283e-06	0.10487916096671226	0.026931106471816284	AT2 cells
Rtkn	5.214829	5.333996	1.8398679445643195e-07	3.5537950423537923e-06	0.07934336525307797	0.0016701461377870565	AT2 cells
Abhd5	5.2027493	1.93348	1.9636150895330994e-07	3.788503788781779e-06	0.10077519379844961	0.02275574112734864	AT2 cells
H6pd	5.1954145	2.8051965	2.0426395644822933e-07	3.932023197963134e-06	0.08937528499772002	0.011899791231732777	AT2 cells
Clu	5.1731358	0.68664604	2.301979223095526e-07	4.4012700839320205e-06	0.1518467852257182	0.07181628392484342	AT2 cells
Macc1	5.165398	4.8864546	2.3992795215799635e-07	4.582137545774167e-06	0.07979936160510716	0.0029227557411273487	AT2 cells
Irx3	5.1553516	2.983745	2.5315517996023986e-07	4.829312370017669e-06	0.0898312813497492	0.013361169102296452	AT2 cells
Tc2n	5.1469555	3.3784523	2.647480369904994e-07	5.039126778139035e-06	0.08572731418148655	0.00918580375782881	AT2 cells
Cox6c	5.1289163	0.24243554	2.9141526287995666e-07	5.509600271105e-06	0.4236206110351117	0.3217118997912317	AT2 cells
Siva1	5.108664	1.5941547	3.2444477556276797e-07	6.113621054187758e-06	0.10989512083903329	0.033402922755741124	AT2 cells
Mxd4	5.1016617	0.85939664	3.3668409025836303e-07	6.330183466398646e-06	0.14819881440948474	0.06951983298538622	AT2 cells
Gnpat	5.0937643	2.3761034	3.51023168557943e-07	6.592471667302497e-06	0.09119927040583675	0.015031315240083507	AT2 cells
Gm11744	5.076345	5.5426416	3.847642722503078e-07	7.210184854246376e-06	0.07706338349293206	0.0014613778705636743	AT2 cells
Tmem245	5.0647	1.805264	4.0904339840952434e-07	7.65669646095709e-06	0.10077519379844961	0.024843423799582463	AT2 cells
Nckap5	5.0637603	2.8688643	4.1106654851858243e-07	7.68608334765892e-06	0.08527131782945736	0.009603340292275574	AT2 cells
Atp5d	5.059872	0.53474456	4.195374321028267e-07	7.835831840343434e-06	0.23757409940720475	0.15908141962421712	AT2 cells
Gpt	5.046891	4.73758	4.4905739592043153e-07	8.368752063092964e-06	0.0784313725490196	0.003340292275574113	AT2 cells
Anxa6	5.0299387	0.732762	4.906369583909969e-07	9.103623826425511e-06	0.151390788873689	0.07244258872651357	AT2 cells
